VariationID	Landmark	Chr	Start	End	VariationType	LocusChr	LocusStart	LocusEnd	Reference	PubMedID	Method/platform	Gain	Loss	TotalGainLossInv	Frequency	SampleSize	Genes
Variation_36662	chr7:25891886..25928736	chr7	25891886	25928736	CopyNumber	chr7	25891886	25928736	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36663	chr7:25899309..25922824	chr7	25899309	25922824	CopyNumber	chr7	25891886	25928736	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36664	chr7:25906531..25925433	chr7	25906531	25925433	CopyNumber	chr7	25891886	25928736	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36665	chr7:25908481..25919832	chr7	25908481	25919832	CopyNumber	chr7	25891886	25928736	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36666	chr7:31086417..31100431	chr7	31086417	31100431	CopyNumber	chr7	31086417	31100431	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36667	chr7:32160794..32182648	chr7	32160794	32182648	CopyNumber	chr7	31990100	32196639	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36668	chr7:3656205..3667636	chr7	3656205	3667636	CopyNumber	chr7	3656205	3667636	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	SDK1
Variation_36669	chr7:3777654..3808977	chr7	3777654	3808977	CopyNumber	chr7	3728757	4519892	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12156, CEPH)	SDK1
Variation_36670	chr7:38154224..38180422	chr7	38154224	38180422	CopyNumber	chr7	37991943	38296695	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36671	chr7:38156574..38171759	chr7	38156574	38171759	CopyNumber	chr7	37991943	38296695	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36672	chr7:42294655..42307974	chr7	42294655	42307974	CopyNumber	chr7	42294655	42307974	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	
Variation_36673	chr7:4391472..4414510	chr7	4391472	4414510	CopyNumber	chr7	3728757	4519892	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	
Variation_36674	chr7:4394468..4439204	chr7	4394468	4439204	CopyNumber	chr7	3728757	4519892	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36675	chr7:48164307..48211290	chr7	48164307	48211290	CopyNumber	chr7	48164307	48211290	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	ABCA13
Variation_36676	chr7:50259976..50271371	chr7	50259976	50271371	CopyNumber	chr7	50250318	50271371	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	
Variation_36677	chr7:51363514..51402690	chr7	51363514	51402690	CopyNumber	chr7	51363514	51613400	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36678	chr7:51367702..51387450	chr7	51367702	51387450	CopyNumber	chr7	51363514	51613400	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36679	chr7:51522714..51552663	chr7	51522714	51552663	CopyNumber	chr7	51363514	51613400	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	
Variation_36680	chr7:53397302..53427791	chr7	53397302	53427791	CopyNumber	chr7	53397302	53427791	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	
Variation_36681	chr7:55051585..55078840	chr7	55051585	55078840	CopyNumber	chr7	55051585	55078840	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36682	chr7:56212434..56213134	chr7	56212434	56213134	CopyNumber	chr7	56099000	57839708	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA15510) 	
Variation_36683	chr7:56213521..56216624	chr7	56213521	56216624	CopyNumber	chr7	56099000	57839708	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	
Variation_36684	chr7:56411430..56433549	chr7	56411430	56433549	CopyNumber	chr7	56099000	57839708	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36685	chr7:56419043..56450527	chr7	56419043	56450527	CopyNumber	chr7	56099000	57839708	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36686	chr7:56508034..56553461	chr7	56508034	56553461	CopyNumber	chr7	56099000	57839708	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36687	chr7:56517892..56550642	chr7	56517892	56550642	CopyNumber	chr7	56099000	57839708	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36688	chr7:56525656..56554684	chr7	56525656	56554684	CopyNumber	chr7	56099000	57839708	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36689	chr7:56532762..56546269	chr7	56532762	56546269	CopyNumber	chr7	56099000	57839708	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36690	chr7:56651106..56661944	chr7	56651106	56661944	CopyNumber	chr7	56099000	57839708	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	
Variation_36691	chr7:57268754..57294221	chr7	57268754	57294221	CopyNumber	chr7	56099000	57839708	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA15510) 	MIR3147
Variation_36692	chr7:5878703..5920389	chr7	5878703	5920389	CopyNumber	chr7	5878703	5920389	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	USP42
Variation_36693	chr7:62647964..62687092	chr7	62647964	62687092	CopyNumber	chr7	60893982	62745400	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36694	chr7:62650399..62694702	chr7	62650399	62694702	CopyNumber	chr7	60893982	62745400	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36695	chr7:62651956..62663862	chr7	62651956	62663862	CopyNumber	chr7	60893982	62745400	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	
Variation_36696	chr7:64134448..64179884	chr7	64134448	64179884	CopyNumber	chr7	63153889	64818001	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	INTS4L1
Variation_36697	chr7:64159633..64173833	chr7	64159633	64173833	CopyNumber	chr7	63153889	64818001	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	
Variation_36698	chr7:64400272..64401550	chr7	64400272	64401550	CopyNumber	chr7	63153889	64818001	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12878, CEPH)	
Variation_36699	chr7:64404751..64425737	chr7	64404751	64425737	CopyNumber	chr7	63153889	64818001	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	
Variation_36700	chr7:66033626..66041234	chr7	66033626	66041234	CopyNumber	chr7	65845580	66480491	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	TYW1
Variation_36701	chr7:6650942..6701729	chr7	6650942	6701729	CopyNumber	chr7	6460973	7950929	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	
Variation_36702	chr7:69852393..69888417	chr7	69852393	69888417	CopyNumber	chr7	69852393	69898778	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36703	chr7:69862068..69898778	chr7	69862068	69898778	CopyNumber	chr7	69852393	69898778	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36704	chr7:69864857..69884200	chr7	69864857	69884200	CopyNumber	chr7	69852393	69898778	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36705	chr7:71697418..71731271	chr7	71697418	71731271	CopyNumber	chr7	71356121	72320549	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	TYW1B
Variation_36706	chr7:71701115..71741525	chr7	71701115	71741525	CopyNumber	chr7	71356121	72320549	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	TYW1B
Variation_36707	chr7:71713753..71725777	chr7	71713753	71725777	CopyNumber	chr7	71356121	72320549	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	TYW1B
Variation_36708	chr7:75778414..75827961	chr7	75778414	75827961	CopyNumber	chr7	73439084	76494030	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	LOC100133091,DTX2,UPK3B
Variation_36709	chr7:75787249..75827010	chr7	75787249	75827010	CopyNumber	chr7	73439084	76494030	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	LOC100133091,UPK3B
Variation_36710	chr7:75788386..75834984	chr7	75788386	75834984	CopyNumber	chr7	73439084	76494030	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	LOC100133091,UPK3B
Variation_36711	chr7:75788881..75823184	chr7	75788881	75823184	CopyNumber	chr7	73439084	76494030	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	UPK3B
Variation_36712	chr7:76276917..76327784	chr7	76276917	76327784	CopyNumber	chr7	73439084	76494030	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	PMS2L11,LOC100132832
Variation_36713	chr7:78424807..78500367	chr7	78424807	78500367	CopyNumber	chr7	78424807	78532576	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	MAGI2
Variation_36714	chr7:79098283..79147106	chr7	79098283	79147106	CopyNumber	chr7	79098283	79147106	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18507, YRI)	
Variation_36715	chr7:79115401..79128209	chr7	79115401	79128209	CopyNumber	chr7	79098283	79147106	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36716	chr7:8070422..8095323	chr7	8070422	8095323	CopyNumber	chr7	8070422	8095323	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	ICA1
Variation_36717	chr7:8644267..8661412	chr7	8644267	8661412	CopyNumber	chr7	8545117	8661412	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	
Variation_36718	chr7:8848504..8869659	chr7	8848504	8869659	CopyNumber	chr7	8846889	9047733	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12156, CEPH)	
Variation_36719	chr7:8849544..8871787	chr7	8849544	8871787	CopyNumber	chr7	8846889	9047733	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18956, Japan)	
Variation_36720	chr7:8854441..8882250	chr7	8854441	8882250	CopyNumber	chr7	8846889	9047733	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	
Variation_36721	chr7:8862830..8877497	chr7	8862830	8877497	CopyNumber	chr7	8846889	9047733	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12878, CEPH)	
Variation_36722	chr7:90654169..90697474	chr7	90654169	90697474	CopyNumber	chr7	90654169	90697474	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36723	chr7:90662357..90690385	chr7	90662357	90690385	CopyNumber	chr7	90654169	90697474	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	
Variation_36724	chr7:90838361..90874450	chr7	90838361	90874450	CopyNumber	chr7	90838361	90880656	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36725	chr7:92964736..93000893	chr7	92964736	93000893	CopyNumber	chr7	92964736	93000893	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36726	chr7:92970657..92985173	chr7	92970657	92985173	CopyNumber	chr7	92964736	93000893	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36727	chr7:93044953..93079996	chr7	93044953	93079996	CopyNumber	chr7	93044953	93079996	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	
Variation_36728	chr7:96096003..96138761	chr7	96096003	96138761	CopyNumber	chr7	96096003	96138761	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	
Variation_36729	chr7:96098124..96129412	chr7	96098124	96129412	CopyNumber	chr7	96096003	96138761	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	
Variation_36730	chr7:97030224..97067949	chr7	97030224	97067949	CopyNumber	chr7	97030224	97067949	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	
Variation_36731	chr7:98027266..98033244	chr7	98027266	98033244	CopyNumber	chr7	98027266	98037442	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	
Variation_36732	chr7:98029389..98033562	chr7	98029389	98033562	CopyNumber	chr7	98027266	98037442	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18555, China)	
Variation_36733	chr7:98029639..98037442	chr7	98029639	98037442	CopyNumber	chr7	98027266	98037442	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12878, CEPH)	
Variation_36734	chr7:99970376..99989999	chr7	99970376	99989999	CopyNumber	chr7	99807154	100850921	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	ZAN
Variation_36735	chr8:109168509..109186351	chr8	109168509	109186351	CopyNumber	chr8	109168509	109186351	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12156, CEPH)	
Variation_36736	chr8:110397160..110399175	chr8	110397160	110399175	CopyNumber	chr8	110397160	110399175	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18517, YRI)	NUDCD1
Variation_36737	chr8:113136532..113171108	chr8	113136532	113171108	CopyNumber	chr8	113136532	113171108	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18517, YRI)	
Variation_36738	chr8:115696986..115737714	chr8	115696986	115737714	CopyNumber	chr8	115695278	115737714	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	
Variation_36739	chr8:120219412..120254982	chr8	120219412	120254982	CopyNumber	chr8	120012490	120344931	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36740	chr8:120222014..120258138	chr8	120222014	120258138	CopyNumber	chr8	120012490	120344931	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36741	chr8:123706924..123721053	chr8	123706924	123721053	CopyNumber	chr8	123706924	123721053	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	
Variation_36742	chr8:12397410..12414457	chr8	12397410	12414457	CopyNumber	chr8	11736156	12646342	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36743	chr8:12421549..12456890	chr8	12421549	12456890	CopyNumber	chr8	11736156	12646342	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36744	chr8:126658991..126671781	chr8	126658991	126671781	CopyNumber	chr8	126658991	126708435	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36745	chr8:126662647..126708435	chr8	126662647	126708435	CopyNumber	chr8	126658991	126708435	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	
Variation_36746	chr8:129785677..129818007	chr8	129785677	129818007	CopyNumber	chr8	129785677	129818007	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	
Variation_36747	chr8:129834071..129841760	chr8	129834071	129841760	CopyNumber	chr8	129834071	129841760	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18555, China)	
Variation_36748	chr8:130490684..130515217	chr8	130490684	130515217	CopyNumber	chr8	130490684	130515217	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36749	chr8:130816133..130834897	chr8	130816133	130834897	CopyNumber	chr8	130816133	130854581	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA18555, China)	GSDMC
Variation_36750	chr8:130818679..130830357	chr8	130818679	130830357	CopyNumber	chr8	130816133	130854581	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12156, CEPH)	GSDMC
Variation_36751	chr8:130821697..130827766	chr8	130821697	130827766	CopyNumber	chr8	130816133	130854581	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19240, YRI)	
Variation_36752	chr8:130823819..130830356	chr8	130823819	130830356	CopyNumber	chr8	130816133	130854581	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA19129, YRI)	GSDMC
Variation_36753	chr8:130824995..130854581	chr8	130824995	130854581	CopyNumber	chr8	130816133	130854581	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA15510) 	GSDMC
Variation_36754	chr8:1313088..1344028	chr8	1313088	1344028	CopyNumber	chr8	1313088	1360582	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18956, Japan)	
Variation_36755	chr8:1317698..1343849	chr8	1317698	1343849	CopyNumber	chr8	1313088	1360582	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19240, YRI)	
Variation_36756	chr8:1322310..1349008	chr8	1322310	1349008	CopyNumber	chr8	1313088	1360582	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18517, YRI)	
Variation_36757	chr8:1324638..1351225	chr8	1324638	1351225	CopyNumber	chr8	1313088	1360582	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36758	chr8:1327422..1358228	chr8	1327422	1358228	CopyNumber	chr8	1313088	1360582	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	
Variation_36759	chr8:1333474..1360582	chr8	1333474	1360582	CopyNumber	chr8	1313088	1360582	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA18555, China)	
Variation_36760	chr8:135141298..135188617	chr8	135141298	135188617	CopyNumber	chr8	135141298	135188617	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA15510) 	
Variation_36761	chr8:137225929..137240984	chr8	137225929	137240984	CopyNumber	chr8	137225929	137244164	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA12878, CEPH)	
Variation_36762	chr8:137226524..137244164	chr8	137226524	137244164	CopyNumber	chr8	137225929	137244164	Kidd et al. (2008)	18451855	Paired End Mapping	0	1	1		1 control sample (NA19129, YRI)	
Variation_36763	chr8:140204129..140237941	chr8	140204129	140237941	CopyNumber	chr8	140204129	140237941	Kidd et al. (2008)	18451855	Paired End Mapping	1	0	1		1 control sample (NA12878, CEPH)	
